tweet_id,date,time,tweet_text,tweet_stemmed,tweet_lemmatized,tweet_lon,tweet_lat,author_position,label_10
9,9-25-2013,3:12:40,None,man two day ago gf nail track cyclon pam pass efat within mile impress,man two day ago gfs nailed track cyclone pam pass efate within mile impressive,None,None,None,0
8,9-25-2013,3:15:59,None,aap mla contribut rs lakh kashmir flood relief fund,aap mlas contribute r lakh kashmir flood relief fund,None,None,None,0
6,9-25-2013,3:17:56,None,rt planpakistan thought prayer peopl affect ongo flood pakistan,rt planpakistan thought prayer people affect ongoing flood pakistan,None,None,None,0
,9-25-2013,3:19:30,None,kashmir citi hit huge flood much main citi indian administ kashmir srinagar water,kashmir city hit huge flood much main city indian administer kashmir srinagar water,None,None,None,0
6,9-25-2013,3:21:9,None,next video pam mike want show realli work proven strategi,next video pam mike want show really work proven strategy,None,None,None,0
2,9-25-2013,3:30:29,None,kashmir flood dwarf heroic relief effort death toll hit via mailonlin,kashmir flood dwarf heroic relief effort death toll hit via mailonline,None,None,None,0
9,9-25-2013,3:30:50,None,hurrican odil public advisori number a hurrican skywarn,hurricane odile public advisory number a hurricane skywarn,None,None,None,0
4,9-25-2013,3:39:32,None,kashmir flood hyderpora mosqu symbol commun harmoni,kashmir flood hyderpora mosque symbol communal harmony,None,None,None,0
8,9-25-2013,3:41:21,None,rt semprecontro warn flood ahead pakistan today,rt semprecontro warn flood ahead pakistan today,None,None,None,0
5,9-25-2013,3:42:22,None,saudi arabia report mer death toll top via bloombergnew,saudi arabia report mers death toll top via bloombergnews,None,None,None,0
4,9-25-2013,3:46:42,None,great extent effici sol lie introduc environ subject pakistani school,great extent efficient sol lie introduce environment subject pakistani school,None,None,None,0
,9-25-2013,3:47:31,None,thousand flee hagupit hit philippin,thousand flee hagupit hit philippine,None,None,None,0
0,9-25-2013,3:48:1,None,cool hot vanuatu amaz helicopt drone footag like insid activ volcano,cool hot vanuatu amaze helicopter drone footage like inside active volcano,None,None,None,0
8,9-25-2013,3:50:36,None,video typhoon rubi seen int l space station via rapplerdotcom,video typhoon ruby see int l space station via rapplerdotcom,None,None,None,0
8,9-25-2013,3:52:6,None,jklf chief yasin malik deni hijack rescu boat flood hit jammu kashmir jammu kashmir liber f,jklf chief yasin malik deny hijack rescue boat flood hit jammu kashmir jammu kashmir liberation f,None,None,None,0
3,9-25-2013,3:59:12,None,rt salmansoz rel untold stori kashmirflood along armi volunt big part rescu relief effort rt Ã¢ Ã¢,rt salmansoz relatively untold story kashmirfloods along army volunteer big part rescue relief effort rt Ã¢ Ã¢,None,None,None,0
4,9-25-2013,4:1:45,None,india pakistan flood worst come huge relief oper continu across northern india,india pakistan flood worst come huge relief operation continue across northern india,None,None,None,0
1,9-25-2013,4:2:1,None,teambrianmundi pakistani troop expand rescu flood hit area pakistani troop ex teambrianmundi,teambrianmundial pakistani troop expand rescue flood hit area pakistani troop ex teambrianmundial,None,None,None,0
1,9-25-2013,4:6:54,None,one child ventur typhoonhagupit umbrella gonna much abc,one child venture typhoonhagupit umbrella gonna much abc,None,None,None,0
7,9-25-2013,4:10:16,None,ctrn q q amp Ã»Ã² pam suntrust brand compon evolut vs last year evp Ã»Âª small amount amp q,ctrn q q amp Ã»Ã² pam suntrust brand component evolution v last year evp Ã»Âªs small amount amp q,None,None,None,0
,9-25-2013,4:33:55,None,bilaw bhutto visit flood hit area punjab soon mian manzoor wattoo,bilawal bhutto visit flood hit area punjab soon mian manzoor wattoo,None,None,None,0
,9-25-2013,4:37:3,None,hungari least dead flood rescu boat capsiz pakistan least dead flood rescu poland,hungary least dead flood rescue boat capsize pakistan least dead flood rescue poland,None,None,None,0
0,9-25-2013,4:41:58,None,three piec evid point malaysiaairlin jet takeov mh mhlive,three piece evidence point malaysiaairlines jet takeover mh mhlive,None,None,None,0
5,9-25-2013,4:47:19,None,usaheadlin death toll flood india pakistan reach,usaheadlines death toll flood india pakistan reach,None,None,None,0
,9-25-2013,4:50:35,None,typhoon hit philippin,typhoon hit philippine,None,None,None,0
0,9-25-2013,4:51:30,None,pagasa track show rubyph hagupit closest metro manila cavit batanga decemb monday,pagasa track show rubyph hagupit closest metro manila cavite batangas december monday,None,None,None,0
,9-25-2013,4:52:12,None,rt ajel flood kill hundr pakistan kashmir,rt ajelive flood kill hundred pakistan kashmir,None,None,None,0
,9-25-2013,4:53:9,None,typhoon sweep across philippin,typhoon sweep across philippine,None,None,None,0
4,9-25-2013,4:53:39,None,rt coolfunnytshirt hafiz sayid say devast caus pakistani flood india act water terror digvijay hafizji yahi gÃ£ Ã¢ Ã¢,rt coolfunnytshirt hafiz sayid say devastation cause pakistani flood india act water terrorism digvijay hafizji yahi gÃ£ Ã¢ Ã¢,None,None,None,0
5,9-25-2013,5:1:47,None,flood water gradual reced punjab lahor water gradual reced flood hi pakistan punjab,flood water gradually recede punjab lahore water gradually recede flood hi pakistan punjab,None,None,None,0
9,9-25-2013,5:2:16,None,german embassi hold concert aid flood hit kashmir new delhi sep ian german embassi org,german embassy hold concert aid flood hit kashmir new delhi sep ians german embassy org,None,None,None,0
2,9-25-2013,5:8:19,None,philippin still struggl typhoon,philippine still struggle typhoon,None,None,None,0
,9-25-2013,5:10:44,None,flee typhoon near philippin,flee typhoon nears philippine,None,None,None,0
1,9-25-2013,5:22:19,None,Ã»Ã¯ juliannecrreon strong _ rubyph Ã» true gohoh,Ã»Ã¯ juliannecrreon strong _ rubyph Ã» true gohoh,None,None,None,0
9,9-25-2013,5:22:50,None,spooki di mh,spooky dis mh,None,None,None,0
,9-25-2013,5:26:20,None,pictur speak thousand word burhanspeak aamirbashir timesofkashmir naqkash kashmirflood jkfloodrelief,picture speak thousand word burhanspeaks aamirbashir timesofkashmir naqkash kashmirflood jkfloodrelief,None,None,None,0
6,9-25-2013,5:26:34,None,nasti typhoonrubi hagupit philippin archipelago moment pleas everybodi,nasty typhoonruby hagupit philippine archipelago moment please everybody,None,None,None,0
,9-25-2013,5:27:4,None,rt ericks_x teamfollowback rt flood water submerg swath kashmir dead flood water submer mgwv Ã£ Ã¢ Ã¢,rt ericks_x teamfollowback rt flood water submerge swathe kashmir dead flood water submer mgwv Ã£ Ã¢ Ã¢,None,None,None,0
,9-25-2013,5:28:32,None,strong wind nagac rubyph,strong wind nagacity rubyph,None,None,None,0
4,9-25-2013,5:33:37,None,busi prepar time filipino hagupit schedul pass tonight kudo govern warn amp prepar peopl,busy preparation time filipino hagupit schedule pas tonight kudos government warn amp prepares people,None,None,None,0
,9-25-2013,5:34:3,None,typhoon hit philippin,typhoon hit philippine,None,None,None,0
1,9-25-2013,5:36:27,None,dna defenc forc turn saviour flood hit kashmiri,dna defence force turn saviour flood hit kashmiri,None,None,None,0
9,9-25-2013,5:38:48,None,anyon samar situat rubyph,anyone samar situation rubyph,None,None,None,0
4,9-25-2013,5:41:35,None,india overwhelm intens monsoon flood mani area himalayan region jammu kashmir,india overwhelm intensity monsoon flood many area himalayan region jammu kashmir,None,None,None,0
0,9-25-2013,5:49:42,None,usaheadlin death toll flood india pakistan reach,usaheadlines death toll flood india pakistan reach,None,None,None,0
,9-25-2013,5:51:51,None,jhdar arm forc personnel evacu ail person flood affect area jammu kashmir,jhdar arm force personnel evacuate ail person flood affect area jammu kashmir,None,None,None,0
6,9-25-2013,5:52:25,None,pakistan armi rescu trap flood press trust india,pakistan army rescue trap flood press trust india,None,None,None,0
5,9-25-2013,6:0:22,None,radio station dyrf report total blackout ormoc rubyph,radio station dyrf report total blackout ormoc rubyph,None,None,None,0
,9-25-2013,6:3:5,None,franc least dead flood rescu boat capsiz pakistan least dead flood rescu oklahoma,france least dead flood rescue boat capsize pakistan least dead flood rescue oklahoma,None,None,None,0
2,9-25-2013,6:4:37,None,glad proud indian show concern bit kashmir flood victim true nationhood mean,glad proud indian show concern bit kashmir flood victim true nationhood mean,None,None,None,0
8,9-25-2013,6:10:0,None,rt mihirbijur pleas help donat blanket woollen shoe kashmir flood relief collect drive pl rt http Ã£ Ã¢ Ã¢,rt mihirbijur please help donate blanket woollens shoe kashmir flood relief collection drive pl rt http Ã£ Ã¢ Ã¢,None,None,None,0
6,9-25-2013,6:17:11,None,look famili member link help famili separ typhoon hagupit find rubyph icrc,look family member link help family separate typhoon hagupit find rubyph icrc,None,None,None,0
9,9-25-2013,6:18:8,None,anyon consid aust navi tow mh back thailand,anyone consider aust navy tow mh back thailand,None,None,None,0
6,9-25-2013,6:20:47,None,rt weatherchannel center hurrican odil la paz mx latest satellit imag,rt weatherchannel center hurricane odile la paz mx latest satellite image,None,None,None,0
,9-25-2013,6:23:12,None,kashmir flood modi offer help pakistan islamabad say relief siasat,kashmir flood modi offer help pakistan islamabad say relief siasat,None,None,None,0
,9-25-2013,6:29:56,None,rt faisal azfar alvi faisalazfaralvi pakistan news punjab govt declar flood emerg across provinc,rt faisal azfar alvi faisalazfaralvi pakistan news punjab govt declare flood emergency across province,None,None,None,0
8,9-25-2013,6:35:8,None,rt persecutionnew pray christian flood victim pakistan ignor govern read Ã£ Ã¢ Ã¢,rt persecutionnews pray christian flood victim pakistan ignored government read Ã£ Ã¢ Ã¢,None,None,None,0
7,9-25-2013,6:35:9,None,mackayim saudimoh know mer case aggreg number global saudi,mackayim saudimoh know mers case aggregate number globally saudi,None,None,None,0
,9-25-2013,6:36:25,None,rt bilalmahmooduk mt saleemuddinaa ahmadiyya muslim youth pakistan helpng flood victim without discrimin faith etc htÃ£ Ã¢ Ã¢,rt bilalmahmooduk mt saleemuddinaa ahmadiyya muslim youth pakistan helpng flood victim without discrimination faith etc htÃ£ Ã¢ Ã¢,None,None,None,0
0,9-25-2013,6:44:46,None,rt zaidzamanhamid dharna ibd shut govt flood shut entir punjab catastroph crisi pml n Ã£ Ã¢ Ã¢,rt zaidzamanhamid dharna ibd shut govt flood shut entire punjab catastrophic crisis pml n Ã£ Ã¢ Ã¢,None,None,None,0
0,9-25-2013,6:45:30,None,pamkulik worri pam grate know use canva cheer mani design awesom stuff eb,pamkulik worry pam grateful know use canva cheer many design awesome stuff eb,None,None,None,0
,9-25-2013,7:9:45,None,three patient respiratori symptom travel histori test neg mer cov,three patient respiratory symptom travel history test negative mers cov,None,None,None,0
9,9-25-2013,7:10:52,None,aap mla contribut rs lakh kashmir flood relief fund,aap mlas contribute r lakh kashmir flood relief fund,None,None,None,0
,9-25-2013,7:17:36,None,philippin shiftin disastr respons typhoon approach disasterrespons easternphilippin,philippine shiftin disastr response typhoon approach disasterresponse easternphilippines,None,None,None,0
6,9-25-2013,7:24:56,None,gmanewsonlin good morn philippin latest typhoon rubi,gmanewsonline good morning philippine latest typhoon ruby,None,None,None,0
7,9-25-2013,7:24:57,None,rt firstpostin flood flood kashmir flood debat intens polit read Ã¢ Ã¢,rt firstpostin flood flood kashmir flood debate intensely political read Ã¢ Ã¢,None,None,None,0
5,9-25-2013,7:32:41,None,kashmir flood inform channel map,kashmir flood information channel map,None,None,None,0
2,9-25-2013,7:38:8,None,teamfollowback ff video wed tragedi groom die flood flood kashmir instantfollowback,teamfollowback ff video wed tragedy groom die flood flood kashmir instantfollowback,None,None,None,0
4,9-25-2013,7:41:8,None,prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh,prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh prayformh,None,None,None,0
8,9-25-2013,7:41:54,None,kashmir flood educ institut reopen jammu rain stop water reced educati,kashmir flood educational institution reopen jammu rain stop water recede educati,None,None,None,0
9,9-25-2013,7:42:0,None,calm storm metro manila hour typhoon hagupit come repost arisolea Ã»_,calm storm metro manila hour typhoon hagupit come repost arisolea Ã»_,None,None,None,0
5,9-25-2013,7:50:14,None,kashmir flood inform channel map,kashmir flood information channel map,None,None,None,0
5,9-25-2013,7:50:21,None,rt zeshanmalick pm nawazsharif address public gather visit sher shah flood relief camp multan punjab Ã¢ Ã¢,rt zeshanmalick pm nawazsharif address public gather visit sher shah flood relief camp multan punjab Ã¢ Ã¢,None,None,None,0
2,9-25-2013,7:52:38,None,entrepreneur devast storm pound pacif island vanuatu suva fiji afp devast tropic,entrepreneur devastate storm pound pacific island vanuatu suva fiji afp devastate tropic,None,None,None,0
,9-25-2013,7:55:2,None,best marriag propos warn make gt gt timelin vanuatu terri pratch Ã»_,best marriage proposal warn make gt gt timeline vanuatu terry pratch Ã»_,None,None,None,0
,9-25-2013,7:55:32,None,philippin forecast say typhoon hagupit slam eastern coast abc news philippin,philippine forecaster say typhoon hagupit slam eastern coast abc news philippine,None,None,None,0
4,9-25-2013,7:57:22,None,jammu kashmir flood wireless set rush toÃ£ Ã¢ j amp ok,jammu kashmir flood wireless set rush toÃ£ Ã¢ j amp ok,None,None,None,0
,9-25-2013,7:58:41,None,tcpam vanuatu cnn flimsi build great concern resid safeti cylconepam,tcpam vanuatu cnn flimsy building great concern resident safety cylconepam,None,None,None,0
0,9-25-2013,8:1:34,None,india offer help flood victim pakistan control kashmir,india offering help flood victim pakistan control kashmir,None,None,None,0
1,9-25-2013,8:5:48,None,kashmir youth built dam stone instd throw adgpi might save flood kashmirflood,kashmir youth build dam stone instd throw adgpi might save flood kashmirfloods,None,None,None,0
9,9-25-2013,8:6:18,None,philippinestar act doh chief garin order transfer pregnant women evacu center nearest govt hospit hagupit rubi,philippinestar act doh chief garin order transfer pregnant woman evacuation center nearest govt hospital hagupit ruby,None,None,None,0
9,9-25-2013,8:12:0,None,big storm fish rt earthuncuttv storm drain fish brave typhoon hagupit feed famili,big storm fish rt earthuncuttv storm drain fish brave typhoon hagupit fee family,None,None,None,0
8,9-25-2013,8:14:34,None,bye guy keep vote prayforthephilippin mtvstar justin bieber,bye guy keep vote prayforthephilippines mtvstars justin bieber,None,None,None,0
1,9-25-2013,8:18:53,None,typhoon hagupit w z locat n e max sustain wind kt h amp gust kt h,typhoon hagupit w z locate n e max sustain wind kt h amp gusts kt h,None,None,None,0
7,9-25-2013,8:24:54,None,helsingfor go next cnn meteorologist tom sater track path typhoon hagupit dren,helsingfors go next cnn meteorologist tom sater track path typhoon hagupit dren,None,None,None,0
2,9-25-2013,8:25:2,None,nicolesolinap mariekringxx miiicorazon mer cov,nicolesolinap mariekringxx miiicorazon mers cov,None,None,None,0
9,9-25-2013,8:33:8,None,kashmirhelp kashmirflood pleas tweet hastag kashmir flood relat issu pass reach rght peopl,kashmirhelp kashmirfloods please tweet hastags kashmir flood related issue pass reach rght peopl,None,None,None,0
0,9-25-2013,8:35:27,None,hectormartinez monsoon flood kill nearli india pakistan floodwat submerg larg swath,hectormartinez monsoon flood kill nearly india pakistan floodwaters submerge large swath,None,None,None,0
2,9-25-2013,8:39:13,None,rubyph stop us _Ãª rd batch custom today _Ãªd __c thank much shop us Ã»_,rubyph stop u _Ãª rd batch customer today _Ãªd __c thank much shop u Ã»_,None,None,None,0
7,9-25-2013,8:46:17,None,latest mtsat imageri rubyph pm tonight decemb,latest mtsat imagery rubyph pm tonight december,None,None,None,0
,9-25-2013,8:49:52,None,import mission today _Ãª crisismanag mode _Ãª rubyph mckinley hill,important mission today _Ãª crisismanagement mode _Ãª rubyph mckinley hill,None,None,None,0
1,9-25-2013,8:57:34,None,news flood updat balochistan cm hand rs million shahbaz victim pakistan,news flood update balochistan cm hand rs million shahbaz victim pakistan,None,None,None,0
1,9-25-2013,8:59:57,None,manchest citi vs everton fc live stream link newch rubyph fed bvbhof stoke citi fishervot,manchester city vs everton fc live stream link newche rubyph fed bvbhof stoke city fishervotes,None,None,None,0
1,9-25-2013,9:0:31,None,surg hagupit rubi start impact samar,surge hagupit ruby start impact samar,None,None,None,0
5,9-25-2013,9:6:16,None,blog wordpress applic rubyph tvxqday aim fwenvivoaward,blog wordpress application rubyph tvxqdays aim fwenvivoawards,None,None,None,0
9,9-25-2013,9:8:27,None,would martin pam gina gina pam,would martin pam gina gina pam,None,None,None,0
7,9-25-2013,9:13:18,None,biznew typhoon tear home disast weari philippin legaspi philipp visit,biznews typhoon tear home disaster weary philippine legaspi philipp visit,None,None,None,0
0,9-25-2013,9:21:41,None,massiv flood jammu amp kashmir help goonj launch massiv relief effort,massive flood jammu amp kashmir help goonj launch massive relief effort,None,None,None,0
,9-25-2013,9:23:16,None,gov Ã»Âªt step effort mer cov,gov Ã»Âªt step effort mers cov,None,None,None,0
,9-25-2013,9:24:38,None,realli like rain chanc week tropic moistur odil meet cold front kelli slifka,really like rain chance week tropical moisture odile meet cold front kelly slifka,None,None,None,0
5,9-25-2013,9:25:57,None,hagupit near philippin need know typhoon,hagupit nears philippines need know typhoon,None,None,None,0
,9-25-2013,9:27:5,None,Ã£ Ã¢ Ã¥ militari rescu kashmiri flood furi kill Ã£ Ã¢ Ã¢ Ã£ Ã¢ Ã¢,Ã£ Ã¢ Ã¥ military rescue kashmiris flood fury kill Ã£ Ã¢ Ã¢ Ã£ Ã¢ Ã¢,None,None,None,0
5,9-25-2013,9:31:31,None,egypt take prevent measur coronaviru mer,egypt take preventive measure coronavirus mers,None,None,None,0
,9-25-2013,9:40:19,None,rt economictim prime minist narendra modi announc special assist rs crore flood affect jammu kashmir pti,rt economictimes prime minister narendra modi announce special assistance rs crore flood affect jammu kashmir pti,None,None,None,0
2,9-25-2013,9:41:5,None,cyclon pam plough pacif,cyclone pam plough pacific,None,None,None,0
4,9-25-2013,9:41:37,None,dec iss flyover typhoon hagupit rubyph eyewal amp outer r via youtub,dec i flyover typhoon hagupit rubyph eyewall amp outer r via youtube,None,None,None,0
,9-25-2013,9:42:8,None,saudi arabia die effort launch contain mer ksa coronaviru,saudi arabia die effort launch contain mers ksa coronavirus,None,None,None,0
,9-25-2013,9:44:39,None,stay safe everyon hagupit,stay safe everyone hagupit,None,None,None,0
1,9-25-2013,9:56:55,None,srinagar envolop cloud dust kashmir flood th day flood,srinagar envoloped cloud dust kashmir flood th day flood,None,None,None,0
6,9-25-2013,9:58:9,None,pray safe n fast evacu flood affect peopl jammu kashmir,pray safe n fast evacuation flood affect people jammu kashmir,None,None,None,0
7,9-25-2013,10:0:29,None,heart fellow filipino typhoonhagupit typhoonrubi,heart fellow filipino typhoonhagupit typhoonruby,None,None,None,0
3,9-25-2013,10:7:36,None,god stronger typhoon _Ã¤ _Ã¤ prayforthephilippin,god stronger typhoon _Ã¤ _Ã¤ prayforthephilippines,None,None,None,0
2,9-25-2013,10:8:42,None,rubyph statu state calam im still onlin af,rubyph status state calamity im still online af,None,None,None,0
4,9-25-2013,10:11:35,None,rt dillidurast indian armi rescu pakistani golf team flood hit srinagar report,rt dillidurast indian army rescue pakistani golf team flood hit srinagar report,None,None,None,0
2,9-25-2013,10:17:32,None,everyon celebr arriv hagupit let parti,everyone celebrate arrival hagupit let party,None,None,None,0
6,9-25-2013,10:19:47,None,app wordpress download rubyph tvxqday aim fwenvivoaward,app wordpress download rubyph tvxqdays aim fwenvivoawards,None,None,None,0
7,9-25-2013,10:33:6,None,rt klasrarauf pungovt claim cmss took helicopt flightssouth punjab inday monitor flood oh got flood got frighten amp eÃ£ Ã¢ Ã¢,rt klasrarauf pungovt claim cmss take helicopter flightssouth punjab inday monitor flood oh get flood get frightened amp eÃ£ Ã¢ Ã¢,None,None,None,0
6,9-25-2013,10:34:45,None,kashmir flood srinagar love switzerland knew peopl work lifeguard lake,kashmir flood srinagar love switzerland knew people work lifeguard lake,None,None,None,0
6,9-25-2013,10:35:21,None,mer cov issu hoax _Ã e,mers cov issue hoax _Ã e,None,None,None,0
,9-25-2013,10:36:14,None,breakingweath hagupit continu bring devast impact philippin sunday,breakingweather hagupit continue bring devastate impact philippine sunday,None,None,None,0
0,9-25-2013,10:36:42,None,philippin brace anoth power typhoon fox news,philippine brace another powerful typhoon fox news,None,None,None,0
,9-25-2013,10:37:48,None,mr kerri mer viru mer viru saudi arabia say peopl confirm kill mer,mr kerry mers virus mers virus saudi arabia say people confirm kill mers,None,None,None,0
7,9-25-2013,10:39:23,None,thing around bungalow ratuaprivateisland vanuatu vine tain,thing around bungalow ratuaprivateisland vanuatu vine tain,None,None,None,0
4,9-25-2013,10:44:13,None,rt shahid_loverz rt sashahotur shahidkapoor help kashmirflood victim want promot event weÃ£ Ã¢ Ã¢,rt shahid_loverz rt sashahoture shahidkapoor help kashmirflood victim want promotional event weÃ£ Ã¢ Ã¢,None,None,None,0
